bench,layer,T_ref,loop,defected,virtual,serial,disable,redundant
dedup,1,311.43,100,0.5,34.0,51.4375,0.0,0.0
dedup,2,311.43,100,0.5,34.3125,52.125,0.0,0.0
dedup,3,311.43,100,0.5,33.4375,52.4375,0.0,0.0
dedup,0,311.93,100,0.5,34.8125,51.125,0.0,0.0
dedup,1,311.93,100,0.5,33.5,51.75,0.0,0.0
dedup,2,311.93,100,0.5,33.9375,52.3125,0.0,0.0
dedup,3,311.93,100,0.5,34.625,51.25,0.0,0.0
dedup,0,312.43,100,0.5,34.4375,50.6875,0.0,0.0
dedup,1,312.43,100,0.5,34.3125,51.1875,0.0,0.0
dedup,2,312.43,100,0.5,35.3125,50.8125,0.0,0.0
dedup,3,312.43,100,0.5,35.3125,49.8125,0.0,0.0
dedup,0,312.93,100,0.5,35.1875,50.6875,0.0,0.0
dedup,1,312.93,100,0.5,34.5625,51.4375,0.0,0.0
dedup,2,312.93,100,0.25,59.5,3.0625,0.9375,0.0
dedup,3,312.93,100,0.25,60.0625,2.25,1.4375,0.0
dedup,0,313.43,100,0.25,60.0625,2.5625,1.6875,0.0
dedup,1,313.43,100,0.25,58.375,2.5625,1.3125,0.0
dedup,2,313.43,100,0.25,60.8125,1.875,1.375,0.0
dedup,3,313.43,100,0.25,60.8125,2.625,2.0,0.0
dedup,0,313.93,100,0.25,60.125,2.4375,1.0625,0.0
dedup,1,313.93,100,0.25,60.1875,2.5625,1.5625,0.0
dedup,2,313.93,100,0.25,60.3125,1.8125,2.125,0.0
dedup,3,313.93,100,0.25,61.4375,2.4375,1.3125,0.0
dedup,0,314.43,100,0.25,61.0,1.5625,1.4375,0.0
dedup,1,314.43,100,0.25,60.75,2.75,1.0,0.0
dedup,2,314.43,100,0.25,60.125,2.75,0.9375,0.0
dedup,3,314.43,100,0.25,59.625,2.3125,1.375,0.0
dedup,0,314.93,100,0.25,60.25,2.8125,1.375,0.0
dedup,1,314.93,100,0.25,60.3125,2.625,1.1875,0.0
dedup,2,314.93,100,0.25,59.0,3.25,1.375,0.0
dedup,3,314.93,100,0.25,60.875,2.1875,1.5625,0.0
dedup,0,315.43,100,0.25,59.0,2.625,1.5,0.0
dedup,1,315.43,100,0.25,61.25,2.25,1.3125,0.0
dedup,2,315.43,100,0.25,61.375,2.375,1.5625,0.0
dedup,3,315.43,100,0.25,60.375,2.0,1.6875,0.0
dedup,0,315.93,100,0.25,60.375,1.6875,1.1875,0.0
dedup,1,315.93,100,0.25,61.1875,2.4375,1.5,0.0
dedup,2,315.93,100,0.25,61.0625,2.6875,2.0625,0.0
dedup,3,315.93,100,0.25,59.5625,2.6875,1.375,0.0
dedup,0,316.43,100,0.25,60.6875,2.1875,1.4375,0.0
dedup,1,316.43,100,0.25,60.8125,3.5,1.6875,0.0
dedup,2,316.43,100,0.25,61.0,2.875,0.9375,0.0
dedup,3,316.43,100,0.25,60.625,2.4375,1.6875,0.0
dedup,0,316.93,100,0.25,61.4375,2.0625,1.0,0.0
dedup,1,316.93,100,0.25,61.25,2.5,1.1875,0.0
dedup,2,316.93,100,0.25,60.5625,2.5,1.25,0.0
dedup,3,316.93,100,0.25,59.25,2.375,1.6875,0.0
dedup,0,317.43,100,0.25,60.5625,2.6875,1.0625,0.0
dedup,1,317.43,100,0.25,59.75,2.6875,1.0,0.0
dedup,2,317.43,100,0.25,59.8125,2.8125,1.125,0.0
dedup,3,317.43,100,0.25,60.1875,2.25,1.6875,0.0
dedup,0,317.93,100,0.25,61.5,2.5,1.0,0.0
dedup,1,317.93,100,0.25,60.0625,2.625,1.25,0.0
dedup,2,317.93,100,0.25,60.5625,2.4375,1.1875,0.0
dedup,3,317.93,100,0.25,61.5,1.875,1.3125,0.0
dedup,0,318.43,100,0.25,61.25,2.8125,1.4375,0.0
dedup,1,318.43,100,0.25,60.1875,2.1875,1.125,0.0
dedup,2,318.43,100,0.25,62.125,1.8125,1.6875,0.0
